Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam
 pusən aku̯ ı̯ot ı̯uu̯ ta ꞩaltsət,0,A,AV,ta,pst,ind,none,pfv,H,pl,npron,top,sp,uniq,strg
 pı̮ɣriꞩ akwa tup χaı̯tı̮ɣti,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg
" χat āŋχwsalaχtasət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 paı̮ɣ ūntsət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 ūnleɣt,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
 KPN lawi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 -pı̮ɣriꞩum āɣməl ı̯ēmtəs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 pālèt χui,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 -akwate ı̯ot wos χaı̯tı̮ɣti!,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
" ı̯ola raɣχatɒs,",0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg
 nas χo̬platɒs,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg
 χumit χuntleɣt nas ı̯iu̯ ꞩak sup,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg
" nɔŋχ l'umətɒs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" tuu̯ ta lakwəs,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" -e, sorum ta patum",0,A,V,ta,pst,evid,none,pfv,H,sg,zero,act,sp,uniq,strg
 at ta lilti,0,A,V,ta,npst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg
 tuu̯l MPN l'ul'mətɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 ta paı̯ taχti,0,A,V,ta,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg
" paı̯taχtas,",0,A,V,NoPtcl,pst,ind,none,npfv,I,sg,zero,top,sp,uniq,strg
" pūte astsi,",0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,dpossnp,top,sp,uniq,strg
 ném χuńt akw ānil at teɣət,X,A,V,NoPtcl,npst,ind,neg,npfv,H,pl,zero,act,sp,uniq,strg
 χūrŭm āni ꞩirəl ta ɔ̄leɣt,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
 MPN SϽ piɣriꞩēn ı̯ot tēɣt,X,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg
 tēmanəl astəsət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 ı̯ol ta χuı̯asət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
" ul'a numən tēne sis SϽ sȯmı̯aχn ı̯alɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
" ul'a ı̯ol patɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,top,sp,uniq,strg
 minasət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 tan minasət,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,top,sp,uniq,strg
 JPN lāwi mań ēse nupəl,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" āꞩe ı̯oχti,",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,sap
 tuu̯l am χuml'e lāweɣŭm,0,A,AV,NoPtcl,npst,ind,quest,pfv,1,sg,pron,act,sp,uniq,sap
" lāwew,",0,A,V,NoPtcl,npst,ind,none,pfv,1,pl,zero,act,sp,uniq,sap
" aɣməl ı̯ēmtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 sorum pats,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" mol χotal mēn alasamēn,",X,A,AV,NoPtcl,pst,ind,none,pfv,1,du,pron,act,sp,uniq,sap
 tēn nēm χotum at lāweı̮ɣ,0,A,APV,NoPtcl,npst,ind,neg,pfv,H,du,pron,act,sp,uniq,strg
" wası̮ɣ χum wārχati,",0,A,V,NoPtcl,npst,ind,quest,npfv,U,abst,zero,act,sp,uniq,strg
 ta paı̯taχti,0,A,V,ta,npst,ind,none,npfv,I,sg,zero,top,sp,uniq,strg
" takwi kon kwalɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg
 sāɣrəs,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ı̯uu̯ ꞩaltəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 am ı̯oχtı̮ɣpeɣum,0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
 kātna ke pati,0,A,V,NoPtcl,npst,irr,none,pfv,H,sg,zero,act,sp,uniq,strg
 ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 -MN ɔ̄leɣən?,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap
 - ɔ̄liɣum,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
 – kon kwallen,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
 -naŋ kon kwalen!,0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
 - āti am at kwaleɣum,0,A,AV,NoPtcl,npst,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap
 PN l'apan at mini,0,A,AV,NoPtcl,npst,ind,neg,npfv,H,sg,barenp,act,sp,uniq,strg
 kāte kon wos neı̮ɣli,0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,possnp,ref,sp,uniq,weak
 kona ke neı̮ɣli,0,A,V,NoPtcl,npst,irr,none,pfv,I,sg,zero,act,sp,uniq,strg
 ań MPN kȯlēn ı̯uu̯ ta minas,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" ı̯a ta JPN lāwi,",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 tēɣuw,X,A,V,NoPtcl,npst,ind,none,npfv,1,pl,zero,act,sp,uniq,sap
 tı̮ɣəl χumit ti ı̯oχteɣt!,0,A,AV,ti,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg
 astapasət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 χumit ı̯oχtnènəl suiti,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,nfam
" ı̯uu̯ ꞩaltsət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 tan muli pāln ı̯ola ūntsət,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg
 - ań pı̮ɣriꞩum aɣməl ı̯ēmtəs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,sap
 ta χuı̯i,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" ań āꞩe ı̯oχtəs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 wos saı̯kali,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ı̯ol ta raɣχats,",0,A,V,ta,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg
" - eɣe, pı̮ɣriꞩum saı̯te ta χolas!",0,A,AV,ta,pst,ind,none,pfv,I,abst,possnp,act,sp,uniq,strg
" ań JPN, tuu̯ l’ul’mətɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg
 ań put ta paı̯taχti,0,A,AV,ta,npst,ind,none,npfv,I,sg,barenp,act,sp,uniq,strg
 χɔ̄t ēlmχolas taŋki ta tēɣət,X,A,AV,ta,npst,ind,none,npfv,H,pl,pron,act,sp,uniq,strg
" tēmanəl ȧstəsət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 ı̯ol ta χuı̯asət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 ta tȯı̯uwlasət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 tan minasət,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,top,sp,uniq,strg
 JPN lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" -sar am, lāwi MN palt ı̯alèɣŭm",0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
" ta kwalapas,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 - MN ɔ̄leɣən?,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap
 - ɔ̄leɣŭm,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
 - naŋ ı̯uu̯ minen,0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
 pūt sis ı̯un ɔ̄len,0,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,top,sp,uniq,sap
 tuwl ı̯oχten,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
 - naŋ naŋki toten man paltuw,X,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
" - ati, am at mineɣum nan paltɒn",0,A,AV,NoPtcl,npst,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap
 naŋ ta naŋ ı̯oχten,0,A,AV,ta,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
" - man manki ı̯oχtew,",0,A,AV,NoPtcl,npst,ind,none,pfv,1,pl,pron,act,sp,uniq,sap
 JPN lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" an put sis kèm ɔ̄lsət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 ań JPN tuu ta taχas,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 - MN ɔ̄leɣən,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap
 -ɔ̄leɣŭm,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
 -pūtən āstəs?,0,A,AV,NoPtcl,pst,ind,quest,pfv,I,sg,possnp,act,sp,uniq,strg
" - āstəs,",0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg
 ań mū̬nt āstəs,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg
 ań mū̬nt tāɣəl urχateɣŭm,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
 -tı̮ɣ maı̯en,X,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
 - naŋ l'apan ı̯aı̯en,0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
 āwi mań χall āni tūp lāpi,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,act,sp,uniq,strg
" -e, sɔ̄l', χɔ̄sat astum",0,A,V,NoPtcl,pst,evid,none,pfv,I,mass,zero,act,sp,uniq,strg
 ta pɔ̄l'am!,0,A,V,ta,pst,evid,none,pfv,I,mass,zero,top,sp,uniq,strg
 - minen,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
" ēꞩaɣən lāwen,",0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
 wos ı̯uwı̮ɣ,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,sap
" ta ı̯uu̯ ı̯oχtəs,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 an KPN tuu̯ ta kwalapɒs,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 MN palt ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 - MN ɔleɣən?,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap
 - ɔleɣum,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
 ı̯uu̯ ta taχas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 mań ēse nupəl lāwi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ı̯alen,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
" an MPN ta tāχɒs, MN palt",0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 tuu̯ ı̯oχtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 Lawi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 - MN ɔ̄leɣən?,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap
 -ɔleɣŭm,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
 ām astəs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,act,sp,uniq,sap
 tuu̯ nomsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg
 ı̯uu̯ ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" kitɣaɣe nupəl ı̯oχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 lāwi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 -tēsen?,0,A,V,NoPtcl,pst,ind,quest,pfv,2,du,zero,act,sp,uniq,sap
" - āti, at tēsmen,",X,A,V,NoPtcl,pst,ind,neg,pfv,1,du,zero,act,sp,uniq,sap
 mań PN ı̯oχtəs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 uꞩ ta tēsət,X,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 ań χumit ɔs ta ı̯oχtesət,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg
" MN χumite ı̯oχtəs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg
" ı̯uu̯ ꞩaltəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ı̯oln untəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 Moꞩ Ne lawi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 χumite lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
" - am molal taɣel lāweɣŭm,",0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
" naŋki kon ul kwalen,",0,A,AV,NoPtcl,npst,imp,neg,pfv,2,sg,pron,act,sp,uniq,sap
 ań am wɔ̄rt ı̯alnèm sis ul'ı̯iw mēnki kolmēn pal nupəl ı̯alasen,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
 tan tuu̯ at ı̯uwət,0,A,AV,NoPtcl,npst,ind,neg,npfv,H,pl,pron,act,sp,uniq,strg
" ta ꞩirəl lawsası̮ɣ,",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
" ań ta ɔ̄leı̮ɣ,",0,A,V,ta,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 an ta ꞩuńeı̮ɣ,0,A,V,ta,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 Ekvaьɧ ojkaьɧ oleьɧ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,ref,sp,nuniq,nfam
" hosa olsьɧ, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
" vati olsьɧ, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 erьɧ hum mojt hum mana hosa janьɧmi ,0,A,AV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,act,sp,uniq,strg
 Hajtьɧtan janiɧьɧ jemtas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 Aꞩe nupьl lavi: ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 aꞩe lavi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 Toh puvartalimete nalval̩ puvarame mus akvaьɧ kona ta puvaras,0,A,V,ta,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg
 Tup minam l̩oŋɧe huji,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,top,sp,uniq,strg
 Muvьr sup akvaьɧ ta minas,0,A,AV,ta,pst,ind,none,pfv,I,sg,barenp,top,sp,uniq,strg
" Muvьr supe juji palt moꞩ tuvnuv hajtalas, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" juv permtahtas,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 lavi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" naŋ sar minen,",0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
 Juv ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 Juv johtьs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 Mashatuŋkve patas,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 aꞩe lavi: ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 hotal̩ mineɧьn? ,0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap
 aꞩe lavi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
" ati, am mineɧum",0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
 Ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" Hosa minas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" vati minas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 arɧen oln muvьr supe toha ta minnete,0,A,AV,ta,npst,evid,none,npfv,I,sg,possnp,act,sp,uniq,strg
" akv mat et minimete kate vaɧtal pats, ",0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak
 laɧьle vaɧtal pats,0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak
" akv ti savit elal̩ jomi, ",0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 akv ti savit juvle jomi,0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ꞩar samaɧe turmanьɧ jemtsьɧ,0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak
 elal̩ sunsi,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
" naŋk akvalьɧ, hont aŋkvalьɧ naŋkeьɧ",0,A,AV,NoPtcl,npst,ind,none,npfv,I,du,barenp,ref,sp,nuniq,nfam
 lavi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" - Tuv ke johtunuvum,",0,A,V,NoPtcl,npst,irr,none,pfv,1,sg,zero,act,sp,uniq,sap
 uꞩ vos sorm patnuvum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap
" Tuv johtas, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 kol avi sunt janь akьr ti oli,0,A,AV,ti,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,nfam
 Kit pis ker kvalɧil neɧum oli,0,A,V,NoPtcl,npst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg
" Lipaꞩ ke ojimatnuv, ",0,A,V,NoPtcl,npst,irr,none,pfv,A,sg,zero,top,sp,uniq,strg
" akv pulьɧ at toulhatnuv,",0,A,V,NoPtcl,npst,irr,neg,npfv,A,sg,zero,top,sp,uniq,strg
 juv ti tajapanuv,X,A,V,ti,npst,irr,none,pfv,A,sg,zero,top,sp,uniq,strg
 elmholas jun sujti ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,typid,sp,nuniq,weak
 saka horti ,0,A,V,NoPtcl,npst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg
" naŋьn rovhe mat hotpa ke johtьs, ",0,A,AV,NoPtcl,pst,irr,none,pfv,U,abst,npron,typid,nonsp,nuniq,nfam
" naŋьn rovtal mat hotpa ke,  johtьs ",0,A,AV,NoPtcl,pst,irr,none,pfv,U,abst,npron,typid,nonsp,nuniq,nfam
" Juv ꞩaltьs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 akv ekva unli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam
" apьɧkve, hotal̩ mineɧьn? ",0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap
 arɧen oln muvьr sup n̩anluŋkve mineɧum,0,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
" -e-e, apьɧkve, arɧen oln muvьr supьn n̩anluŋkve jalum hum, elal̩ minam hum sav ols, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,typid,nonsp,nuniq,nfam
" Tes, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ajis ,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 astьs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" Hun̩t ꞩopitim n̩ohьs piti, ovьlna, akve lavi, apьɧkve, ",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg
" hujiɧьn, man ati? ",0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap
 Hujeɧum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap
 Jola ta hujas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" Hosa hujas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" vati, hujas, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 akv mat ert hunteli,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 akve-kon-ta-kvalme sujti,0,A,AV,ta,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,weak
" akv ekvate juv ꞩaltme, porat noŋh untьlmatьs",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" Kol kanna lime porat, kol kan part supьɧ ola tollasьt",0,A,AV,NoPtcl,pst,ind,none,pfv,I,pl,barenp,ref,sp,nuniq,nfam
 akv ekvate kol kant tьɧtuvjomьɧti,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,dpossnp,act,sp,uniq,strg
" kol kan portane poshьŋ ohsar n̩ahьŋ turьl n̩ohteɧt, ",0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,dpossnp,ref,sp,nuniq,nfam
 poshьŋ ohsar vahьŋ turьl vahteɧt,0,A,V,NoPtcl,npst,ind,none,npfv,I,pl,zero,act,sp,nuniq,nfam
 akv ekvate lavi ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg
" apьhkve puvleɧьn, man ati, ",0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap
 Hotum ul puvleɧum,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap
 nomsi: ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" an̩ munt kol kanna li̊me porat, kolkan partьt sapьɧ ola tollasьt",0,A,AV,NoPtcl,pst,ind,none,pfv,I,pl,barenp,act,sp,uniq,strg
 (moꞩ at sak-valasьt),0,A,V,NoPtcl,pst,ind,neg,pfv,I,pl,zero,top,sp,uniq,strg
 nomsi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" noŋ almajanem porat, sar punt tarvit ul vos suitnuv! ",0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,zero,ref,sp,nuniq,nfam
 sar punt tarvit at suitas,0,A,AV,NoPtcl,pst,ind,neg,npfv,I,sg,zero,act,sp,uniq,strg
 puvluŋkve ta minas,0,A,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 arɧen vitьl jolal̩ ꞩurji,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg
 nomsi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" juv ꞩalteɧum sorum,",0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap
 kon oleɧum sorum ,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap
" juv ꞩaltas, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 kurasetьl ta rāthati,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" Hosa ratas, ",X,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" vati ratas, ",X,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" n̩ovьle aɧmьŋьɧ jemtьs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,possnp,ref,sp,nuniq,nfam
