Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam,File
" tuw jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 nas at'i wit ɔ̄wnēte,0,A,AV,NoPtcl,npst,evid,none,npfv,I,mass,barenp,ref,sp,nuniq,nfam,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 wit pałt jȯχtəs pəl,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ti lȯu̯tχatəŋkwe pāts,0,INF-A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 lȯu̯tχatəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 kātaɣe pus̄ı̮ɣ ta jēmtsı̮ɣ,0,A,AV,ta,pst,ind,none,pfv,I,du,possnp,fam,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" tuwl samaɣe lȯu̯təŋke pats,",0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl saməŋı̮ɣ jēmtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,fam,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" nɔχ=ł'uł'mats,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
"χȯtal' ɔ̄lne najiŋ mā, ɔ̄trəŋ mā akaı̮ɣ kēli,",0,A,AV,NoPtcl,npst,ind,none,npfv,I,mass,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
  saməŋı̮ɣ jēmtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ta jȯmmı̮ɣtɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 χȯsa tɔ̄rm ꞩȯsaı̮ɣ jȯmı̮ɣti,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 mat'i jȯmı̮ɣti,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tūrn nēı̮ɣlɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ań tūre minas pɔl,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 āsən nēı̮ɣlɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 wȯjkan witup tēpəŋ ās wö χȱ̭ləŋ āsn ta jȯχtəs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ās pɔχ χȯsit ta jȯmmı̮ɣtas,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl ȱ̭sən joχtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 wit wɔŋχa rau̯tum jaŋkānan untəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" pujil ak mat ērt tu͕šiŋ ru͕ꞩ ɔ̄jka nalwa ti jȯχtəs, mȯt wit wɔ̄ŋχan",0,A,AV,ti,pst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 luwe ajti,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,A,sg,possnp,ref,sp,uniq,weak,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" luwe aitas,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl pā ti mėnɒs,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl ru͕ꞩ ɔ̄jka minam jui palt šɔ̄wr łāpati ak ēkate nalwa nēı̮ɣlaps,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,ref,sp,uniq,nfam,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl mań mȯꞩ nē pałt ta jȯχtı̮ɣpɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ań šɔ̄wr łāpati ak ekate lawi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - āpı̮ɣke, pā-jäen",0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 pa ti menası̮ɣ,0,A,V,ti,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 pā mėnası̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ȱ̭s pui paln jȯχtɒsı̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" juw ꞩalt sı̮ɣ,",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ēla ɔ̄lmı̮ɣ tası̮ɣ,",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ēla χȱ̭lmı̮ɣtası̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 mań mȯꞩ nē ńawreme nas at'i ńarum χalt janı̮ɣmam,0,A,AV,NoPtcl,pst,evid,none,pfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" kȯl kann tārmats̥,",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ēla χajtałtɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ta ɔ̄leɣt,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" jānı̮ɣmame kāte jānı̮ɣmɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 jānı̮ɣmame lāɣle jāmɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,ref,sp,uniq,weak,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" pāɣəl ńawrem jȯt, ȱ̭s ńawrem jȯt jȯnɣəŋkwe pirmajtaχtas",0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl ńawremt rɔŋχeɣt:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - jāɣən tēm aŋkən tēm pı̮͕ɣ ti jānit jɔ̄r ti ɔńꞩeɣən,",1,A,PV,ti,npst,ind,none,npfv,2,sg,zero,act,sp,uniq,sap,I,abst,demnp,ref,sp,uniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ti jānit pɔχur ti ɔńꞩeɣən,",1,A,PV,ti,npst,ind,none,npfv,2,sg,zero,top,sp,uniq,sap,I,abst,demnp,ref,sp,uniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" jaɣən nu͕r, āŋkən nu͕r kinsɒke manrəɣ at mineɣən?",0,INF-A,PV,NoPtcl,npst,ind,neg,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" kātaɣe manrı̮ɣ sāɣrɒpəl sāɣrapawesəɣ,",X,P,PV,NoPtcl,pst,ind,quest,pfv,,,,,,,,I,du,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 samaɣe manrı̮ɣ puwtwesı̮ɣ?,X,P,PV,NoPtcl,pst,ind,quest,pfv,,,,,,,,I,du,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" aŋke pałt juw minas,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuul aŋke kita paste;,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - āŋka, - lawi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - mań mȯꞩ χum jaɣpı̮ɣən χɔ̄t'i najiŋ māt, χɔ̄ti ɔ̄trəŋ māt ɔ̄li?",0,A,AV,NoPtcl,npst,ind,quest,npfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 āŋke ł'aɣales:,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
"tuwl pı̮ɣe masχatɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 punχatɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 aŋke nupəl lāwi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - āŋka, lāwi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 am ti minasum,0,A,AV,ti,pst,ind,none,pfv,1,sg,pron,top,sp,uniq,sap,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ānke juwl'e nēm χɔu̮m at laws,0,A,APV,NoPtcl,pst,ind,neg,pfv,H,sg,possnp,act,sp,uniq,strg,U,abst,npron,undef,nonsp,nuniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 kȯna ti kā̇ls,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 kȯn pȧts,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 pirwa χuril jɔ̄ŋχı̮ɣpɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tēpəŋ ās χȱ̭ləŋ ās wata χɔsit pirwa χuril ta mini,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 Tuwl jān jȯχtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuwl jā tal’χe nupəl ta kȯjite,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ja tal’ɒχən jȯχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ań mań mȯꞩ χum sasɣe pāɣəln jȯχtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tuw ta isāps,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ań mań mȯꞩ χum ēkate kȯn kāls,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" kȯl sis tūre nupəl ānkatɒs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 pirwa ujɣāli,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ań ēka juw ꞩāltɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" juu ꞩāltɒs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" χumite nupəl łaɣals̥,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 lawi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 - kȯl sis tūrt mań pirwa isumt,0,A,AV,NoPtcl,pst,evid,none,pfv,A,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" χumite ńale=jɔwle āmajɒste,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" kȯn kāls,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 kȯl sis tūre nupəl jɔmànti,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 nas āt'i sɔ̄l' mań pirwa ujɣàli,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" mań mȯꞩ χum ńale ta taktite, mań pirwa nupəl",1,AP,APV,ta,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" mań pirwa tuwl ēlmχolas χuripaı̮ɣ ta jɔ̄ŋ χı̮ɣpas,",0,A,AV,ta,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" tuwl ėlmχolɒs sȱpəl, elm nēlməl łaɣals̥,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 lawi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - mań mȯꞩ χum, ꞩalı̮ɣke, am naŋk ńɔwəł'nəł'əχ ńɔ̄wəł’nəl tēnut ajnut ānu̮nəl χɔt kinseɣən?",1,A,PV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
ań mań mȯꞩ χum kȯln sas ta mėnası̮ɣ,0,A,AV,ta,pst,ind,none,pfv,H,du,npron,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" juw ꞩaltsı̮ɣ,",0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" MMχ ēkate χar nɔ̄wəl', uj ńɔwəl pȱt paj ti",1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,weak,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 pȱt ti astə̇s,0,A,AV,ti,pst,ind,none,pfv,I,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" pa-almawes,",X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,top,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ānan χȱnwes,",X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,top,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" tēŋke, ajəŋke patsı̮ɣ",0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 tēne kannəl astəsı̮ɣ,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" astəsı̮ɣ,",X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ań m m pı̮ɣ łaɣals̥,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - E MMχ sāsı̮ɣke, ēkan (lāwi)",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 mana sutɒl sutitilmēn,1,AP,PV,NoPtcl,npst,ind,quest,pfv,1,du,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ań MMχ łaɣals̥:,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" - naŋ mana sutəl pəl miɣlən,",1,AP,AV,NoPtcl,npst,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 am ta sutəl sutitilum,1,AP,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ań mań mȯꞩ nē pı̮ɣ kȯn kǡls,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 wattal ku͕r jiw ūnttəs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ań ur miš nē, wȯr miš nē kit χumil kȯn ti kāltəstēn",1,AP,PAV,ti,pst,ind,none,pfv,H,du,barenp,act,sp,uniq,strg,H,sg,barenp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ań wattal ku͕r jiwəl lap = ūnttɔstēn,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" tuwl uł'al pēlamtusten,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" tɔt ti tajwes, ań nē",X,P,V,ti,pst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ań mań mȯꞩ nē pı̮ɣ āŋke pałt jals,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 āŋke tȯu̯ləŋ uj χuril putjip tal'aχn ta tȯtəste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ta ɔ̄lmı̮ɣtasət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
" ta tal'χəŋ ja tal'χēt ta nus putijm mań mȯꞩ χum aɣijiɣ=pı̮ɣı̮ɣ ta ꞩu͕ńe ta χɔłeł, ta ɔ̄leı̮ɣ",0,A,AV,ta,npst,ind,none,npfv,H,du,barenp,top,sp,uniq,strg,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ta ɔjupas,0,A,V,ta,pst,ind,none,pfv,I,sg,zero,uniq,sp,uniq,weak,,,,,,,,NM_Ob_Chernetsov_47_MMXAP_final.xlsx - Sheet1.csv
 ekvaьɧ ojkaьɧ oleьɧ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
 kit pьɧaɧe janьɧmasьɧ,0,A,AV,NoPtcl,pst,ind,none,pfv,H,du,possnp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
 Janьɧ pьɧe lavi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,uniq,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
 - Maŋki saka nysaɧ olev,0,A,AV,NoPtcl,npst,ind,none,npfv,1,pl,pron,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
" am lavi, hottal̩ jaleɧum",0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
 aꞩe lavi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
 - manurьl mineɧьn,0,A,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,,NM_Sosva_Chernetsov_42_PTM_final.xlsx - Sheet1.csv
