Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 -pı̮ɣriꞩən alaslən,1,AP,PV,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 -alaslum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 ńɔ̄wl'əl χūnəslum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,ref,sp,nuniq,nfam
 nɔ̄wəl' ani sup wȯı̯eln!,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 tuwəl āwi ı̯anɣı̮ɣ at punsite,1,AP,PV,NoPtcl,pst,ind,neg,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 āni sup mań χalkwenəl ta wiste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" ānite wis,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 naŋ ūrimēn,1,A,PV,NoPtcl,npst,ind,none,npfv,1,du,zero,top,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
 ań āni supkenəl ńɔ̄wəl' ı̯uu̯ ta taı̯apasanəl,1,AP,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,sap
" - ti χɔ̄tal pı̯ɣriꞩum aluŋkwe ti marlalwesum, por nētn!",0,P,PVA,ti,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,1,sg,zero,top,sp,uniq,strg
 pı̮ɣriꞩən kon ul tarateln!,1,AP,PV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 akw lomt at χɔ̄ntnuwən,1,A,PV,NoPtcl,pst,irr,neg,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
 akv mat ert matmen pьrꞩumen ovьlt akv mat ert akv pьɧriꞩ on̩ꞩsьɧ,1,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,H,sg,barenp,ref,sp,uniq,weak
" aꞩ, arɧen oln muvьr supьn anum majeln",1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,possnp,ref,sp,uniq,nfam
 Lun̩ꞩim vovuŋkve pataste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 aꞩen ta majves,1,P,AV,ta,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" nalval̩ puvartite, ",1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" paɧle puvartite,",1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 jonjim ta on̩ꞩite,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 arɧen oln muvьr supum n̩auleɧum,1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,sg,possnp,act,sp,uniq,strg
" ul̩a paltunuvum, ",1,A,PV,NoPtcl,npst,irr,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
 naŋ man ta janit ꞩohlaŋ vareɧьn? - ,1,A,APV,NoPtcl,npst,ind,quest,npfv,2,sg,pron,act,sp,uniq,sap,I,abst,barenp,ref,sp,nuniq,nfam
 atajaleln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,zero,top,sp,uniq,strg
" tujte jaŋke n̩ollьɧten,",1,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,mass,dpossnp,ref,sp,nuniq,nfam
 juv puvtmeln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,typid,nonsp,nuniq,nfam
 ꞩar poliьɧ minьɧteln! ,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,typid,nonsp,nuniq,nfam
 akv ekvate arɧen oln kuraꞩ tulьs,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 am puvlen kol paltsum ,1,A,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,barenp,ref,sp,uniq,nfam
" kuraꞩ manurьl noŋh olmilum,",1,AP,PV,NoPtcl,npst,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
" numi pos asum, numi pos jeɧum anum erьɧ totuŋkve ke, mojt totuŋkve ke laveslьn",1,AP,PV,NoPtcl,pst,irr,none,pfv,2,sg,zero,act,sp,uniq,sap,1,sg,pron,act,sp,uniq,strg
" almajaste, ",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 naŋ taj arɧen oln kurasum ꞩar akvaьɧ pusьn loptane hot ta ratmanьn,1,AP,APV,ta,pst,evid,none,pfv,2,sg,pron,act,sp,uniq,sap,I,pl,possnp,act,sp,uniq,nfam
 akv ekvate hun̩t ꞩari̊tam vor Sali maravi n̩ovьl toh totaste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 maravi tur ja at on̩ꞩi ,1,A,APV,NoPtcl,npst,ind,neg,npfv,I,sg,barenp,ref,sp,nuniq,nfam,I,sg,barenp,typid,nonsp,nuniq,nfam
 sali n̩ovьle pusьn tes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
 taite pusьn tes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,npron,act,sp,uniq,strg
 Totnuw olne akvьn ekvan haniꞩtaven,1,P,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,nfam,2,sg,zero,act,sp,uniq,sap
 ul̩a paltnuvum ,1,A,V,NoPtcl,npst,irr,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
 man ta janit ꞩahlaŋ vareɧьn? ,1,A,PV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,I,abst,barenp,ref,sp,nuniq,nfam
" atajaleln, ",1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,zero,ref,sp,nuniq,nfam
" tujte jaŋke n̩ollьɧten, ",1,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,mass,dpossnp,ref,sp,nuniq,nfam
 mol̩ah n̩olanteln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,zero,ref,sp,nuniq,nfam
" arɧen oln muvьr sup, n̩auleɧum",1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,fam,sp,uniq,strg
 solьɧ oln kuraꞩ voril ti noŋh olmьste,1,AP,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" sorup n̩ovьle pusьn tes, ",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
 pot n̩ane pusьn tes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
 totnuv olne akvьn ekvan haniꞩtaven,1,P,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,nfam,2,sg,zero,act,sp,uniq,sap
 Man ta janit ꞩohlaŋ vareɧьn? ,1,A,PV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,I,abst,barenp,ref,sp,nuniq,nfam
 atajaleln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,zero,ref,sp,nuniq,nfam
" tujte jaŋke n̩ollьɧten, ",1,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,mass,dpossnp,ref,sp,nuniq,nfam
 juv puvtmeln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,zero,ref,sp,nuniq,nfam
 arɧen oln muvьr sup n̩auleɧum,1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,fam,sp,uniq,strg
" sorniŋ olьn kuraꞩ al̩majame porat, voril ti almajaste",1,AP,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 naŋ taj hum pusьn ta rātumlьn,1,AP,APV,ta,pst,evid,none,pfv,2,sg,pron,act,sp,uniq,sap,I,mass,npron,act,sp,uniq,strg
 Torev n̩ovьle pusьntes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
 kit pot n̩ane pusьn tes,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,possnp,ref,sp,nuniq,nfam
 naŋkin ositьntьl aŋkvalna tuv pereln,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
 akv mat ert torumna telum mān telum janьɧ aŋkval hontas,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 aŋkval muvaltartahtam ker kvaljetьl takvite ositetьl tuv ta pērьste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,pron,top,sp,uniq,strg
 luv leɧьnьl jol konsьɧtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
 naŋьn jolhun̩ puvnuvum,1,A,PV,NoPtcl,pst,irr,quest,pfv,1,sg,zero,act,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
 Jomas ernete maɧьs jol-puvьslum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,2,sg,zero,top,sp,uniq,sap
" luvьŋ humite ꞩepnьl levatas polah posne tor, ",1,A,AVP,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 mān jola nortaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ti manьr janьɧ ker aŋkval, ti koni pal janьɧ aŋkval honteɧьn",1,A,PV,NoPtcl,npst,ind,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 naŋkin ositьntьl ta aŋkvalna tuv ta perilьn,1,AP,PV,ta,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
 akv ker kvalьɧ hot ul pesaten,1,A,PV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,uniq,strg
" akva ke pesateɧьn,",1,A,PV,NoPtcl,npst,irr,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,uniq,strg
 Torumna telum mān telum janьɧ ker aŋkval hontas,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ositetьl takvite ker kvaljil ta pērьste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,pron,top,sp,uniq,strg
 luve elal̩ posite,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,A,sg,possnp,ref,sp,uniq,weak
 Tan pohenьl tahame můs luv leɧenьl jola konsьɧtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 jola hun̩ puvnuvlum,1,AP,V,NoPtcl,pst,irr,quest,pfv,1,sg,zero,act,sp,uniq,strg,2,sg,zero,act,sp,uniq,strg
 Jomas erme maɧьs jol puvьslum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,strg,2,sg,zero,top,sp,uniq,strg
" ꞩepnьl polah posne tor levatas, ",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 jola nortumtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" Ti manьr janьɧ aŋkval, ti koni pal janьɧ aŋkval honteɧьn",1,A,PV,NoPtcl,npst,ind,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 akv ti ꞩirьl naŋkin ositьntьl tuv ta perilьn,1,AP,AV,ta,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,2,sg,pron,top,sp,uniq,sap
 akv ker kvalьɧ hot ul pesateln,1,AP,PV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
" akv ker kvalьɧ ke pesteɧьn, ",1,A,PV,NoPtcl,npst,irr,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 torum telum mān telum janьɧ ker aŋkval hōntas,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 takvite ositetьl tuv ta perьste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,pron,top,sp,uniq,strg
" akv pis ker kvalьɧ ta pēsatas, ",1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" kitit ker kvalьɧ pēsatas, ",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" Hurmit ker kvalьɧ pesatas, ",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 Mol̩amtahtem tuv perlьɧtasane ,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" Tan pohenьl tahane porat, luv leɧenьl jola konsьɧtaste",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 os ta kotьrtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,zero,act,sp,uniq,strg
 akvaьɧ von̩salьɧ totnuvlum,1,AP,V,NoPtcl,npst,irr,none,pfv,1,sg,zero,act,sp,uniq,sap,2,sg,zero,top,sp,uniq,sap
 manarьɧ pesatalam hurum ker kval[ьɧ]? jin? ,1,A,VP,NoPtcl,pst,evid,quest,pfv,2,sg,zero,top,sp,uniq,sap,I,pl,possnp,act,sp,uniq,strg
 Jaŋk luvьŋ hum polah posne tōre kona lévātas ,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,nuniq,nfam
" mān norteste, ",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
Hoti humjuvna taltave?,1,P,AV,NoPtcl,npst,ind,quest,pfv,H,sg,possnp,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 ta humjuvna vos taltaves,1,P,PV,NoPtcl,npst,ind,none,pfv,H,sg,demnp,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 manьr vovi? ,1,A,PV,NoPtcl,npst,ind,quest,pfv,H,sg,zero,act,sp,uniq,strg,U,abst,npron,undef,nonsp,nuniq,nfam
 sat lomtup kasar vos vovi,1,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,nfam
 Semьl luvьŋ humna taltuves,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 Luv neɧne aŋkvalna luvanel neɧsьt,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,A,pl,possnp,act,sp,uniq,strg
 akiten tan johtume at ta vave,1,P,APV,ta,npst,ind,neg,npfv,H,sg,dpossnp,ref,sp,uniq,nfam,I,abst,possnp,ref,sp,uniq,weak
 an̩ ojka hujimete jaŋ luvьŋ humna sorniŋ oln muvьr supьl vilt jāt ta junьɧtave,1,P,APV,ta,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,barenp,ref,sp,uniq,strg
" aman mьɧlьn, aman ati? ",1,AP,V,NoPtcl,npst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" naŋьn at mьɧlum, ",1,AP,V,NoPtcl,npst,ind,neg,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 hoŋhan mьɧlum? ,1,AP,V,NoPtcl,npst,ind,quest,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 akite ꞩoprite joŋhtas ,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,nfam
